NFDName,NFDCode,model.name,term,estimate,std.error,statistic,p.value
Interior Mountains,2,da.sq.mi + relief.ft + precip.in,da.sq.mi,1.0329148903953154,0.062317488468872854,16.57504042242089,1.900291052524311e-34
Interior Mountains,2,da.sq.mi + relief.ft + precip.in,relief.ft,-0.46344019186729046,0.18710373376824152,-2.4769157864125613,0.0144787113561078
Interior Mountains,2,da.sq.mi + relief.ft + precip.in,precip.in,2.3715760169360154,0.2125233574436005,11.159131144280858,6.223638363273167e-21
Interior Mountains,2,da.sq.mi + slope.pct + precip.in,(Intercept),-2.5209501208816665,0.3845995586658297,-6.554740025253295,1.0646934090052403e-9
Interior Mountains,2,da.sq.mi + slope.pct + precip.in,da.sq.mi,0.90559377297372,0.03626290863189633,24.97300429390192,1.1896333050950564e-52
Interior Mountains,2,da.sq.mi + slope.pct + precip.in,slope.pct,-0.12541794808493645,0.20940170543622577,-0.5989347021967453,0.5502127719046677
Interior Mountains,2,da.sq.mi + slope.pct + precip.in,precip.in,2.2577243195818943,0.22335595725399554,10.108189400179997,2.9221221692586114e-18
Interior Mountains,2,da.sq.mi + elev.ft + slope.pct + precip.in,(Intercept),0.8521027304195344,0.842955395528909,1.010851505238763,0.31389584323404107
Interior Mountains,2,da.sq.mi + elev.ft + slope.pct + precip.in,da.sq.mi,0.9071053760177556,0.03401322370434189,26.66919736578691,1.1604101936069686e-55
Interior Mountains,2,da.sq.mi + elev.ft + slope.pct + precip.in,elev.ft,-1.0532415213281827,0.23789682574707444,-4.427303802901351,1.952111143434904e-5
Interior Mountains,2,da.sq.mi + elev.ft + slope.pct + precip.in,slope.pct,0.5539497292667827,0.24923899059380705,2.2225644869890067,0.027908980827077556
Interior Mountains,2,da.sq.mi + elev.ft + slope.pct + precip.in,precip.in,2.0899480975129423,0.21288882294562997,9.817087006238452,1.6902691799152833e-17
Interior Mountains,2,da.sq.mi + relief.ft + slope.pct + precip.in,(Intercept),-1.0343836629885108,0.6471814712324152,-1.5982899835169166,0.11231640736643773
Interior Mountains,2,da.sq.mi + relief.ft + slope.pct + precip.in,da.sq.mi,1.1033222117217536,0.07855838648818393,14.044613962224208,3.5122640713627117e-28
Interior Mountains,2,da.sq.mi + relief.ft + slope.pct + precip.in,relief.ft,-0.7150349754213964,0.25366163212786463,-2.8188534837659827,0.005545157861169615
Interior Mountains,2,da.sq.mi + relief.ft + slope.pct + precip.in,slope.pct,0.40644736899251854,0.27806307252777945,1.4617092636488545,0.14614473839429193
Interior Mountains,2,da.sq.mi + relief.ft + slope.pct + precip.in,precip.in,2.2937447836213205,0.21823623008439147,10.510375764529723,3.009057293127696e-19
Interior Mountains,2,da.sq.mi + precip.in.8,(Intercept),-1.753018313050753,0.3855408185355517,-4.5469071723960734,1.1856975693596893e-5
Interior Mountains,2,da.sq.mi + precip.in.8,da.sq.mi,0.8380110151924771,0.03998293016871576,20.95921963838884,1.4199244425592257e-44
Interior Mountains,2,da.sq.mi + precip.in.8,precip.in.8,1.8324292706637033,0.2357249596912357,7.773590344713222,1.632316912931998e-12
Interior Mountains,2,da.sq.mi + elev.ft.8 + precip.in.8,(Intercept),1.6688394336205796,1.8371950661568124,0.9083626798060087,0.36529347910025634
Interior Mountains,2,da.sq.mi + elev.ft.8 + precip.in.8,da.sq.mi,0.8216316526596151,0.04052857751933212,20.272896384475793,6.2149946045069925e-43
Interior Mountains,2,da.sq.mi + elev.ft.8 + precip.in.8,elev.ft.8,-0.8110941830134555,0.4259640006875395,-1.904137865416527,0.05900440628589642
Interior Mountains,2,da.sq.mi + elev.ft.8 + precip.in.8,precip.in.8,1.6012012638553235,0.2631874552992449,6.083881399418345,1.1208047488371057e-8
Interior Mountains,2,da.sq.mi + relief.ft.8 + precip.in.8,(Intercept),-1.776861939544452,0.9089212872514618,-1.9549128890111098,0.0526442915022745
Interior Mountains,2,da.sq.mi + relief.ft.8 + precip.in.8,da.sq.mi,0.8377334544369012,0.04125577510569927,20.305846933928354,5.2622006130751e-43
Interior Mountains,2,da.sq.mi + relief.ft.8 + precip.in.8,relief.ft.8,0.007922213559124732,0.2732608210240317,0.028991399240610564,0.9769139501761465
Interior Mountains,2,da.sq.mi + relief.ft.8 + precip.in.8,precip.in.8,1.8280519356072595,0.2806629140142814,6.513336263280727,1.314088014456804e-9
Interior Mountains,2,da.sq.mi + slope.pct.8 + precip.in.8,(Intercept),-1.5976183559530794,0.41605479930669326,-3.839922910672642,1.8791685596031038e-4
Interior Mountains,2,da.sq.mi + slope.pct.8 + precip.in.8,da.sq.mi,0.837599443926824,0.03998685043685255,20.94687215362374,2.1232611491516364e-44
Interior Mountains,2,da.sq.mi + slope.pct.8 + precip.in.8,slope.pct.8,-0.3256477439361953,0.32764761720061736,-0.9938962679432594,0.3220384341008312
Interior Mountains,2,da.sq.mi + slope.pct.8 + precip.in.8,precip.in.8,2.0261797983873584,0.3058969589682323,6.6237330544949256,7.486997751894255e-10
Interior Mountains,2,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,(Intercept),1.5864159891653793,2.01372631875152,0.7878011894629918,0.43219405013987944
Interior Mountains,2,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,da.sq.mi,0.8220647666659269,0.040898576528061045,20.10008260561092,2.051545286941916e-42
Interior Mountains,2,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,elev.ft.8,-0.7872804234078107,0.48729538961932245,-1.6156122963175128,0.10851281675574027
Interior Mountains,2,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,slope.pct.8,-0.03780876983616259,0.37126556174193603,-0.10183753553323965,0.9190367348365112
Interior Mountains,2,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,precip.in.8,1.6304851989014757,0.3904657323236843,4.175744665731262,5.2957241340151925e-5
Interior Mountains,2,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,(Intercept),-2.2569103050238866,0.9868521207354807,-2.286979231844643,0.02375284302022555
Interior Mountains,2,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,da.sq.mi,0.8287586514319544,0.04181176542754561,19.821182936369574,8.422986971306464e-42
Interior Mountains,2,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,relief.ft.8,0.24616763103152378,0.3340029585580665,0.7370223069108757,0.4623877475203614
Interior Mountains,2,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,slope.pct.8,-0.49665085102598183,0.4019297522445758,-1.2356658054111105,0.218728714297828
Interior Mountains,2,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,precip.in.8,1.9919041460257834,0.3099210733949645,6.427133606004564,2.067451568443287e-9
North Coastal Mountains,1,da.sq.mi + precip.in,(Intercept),-2.444755206530598,0.5508868227575475,-4.43785384862358,7.884555254851394e-5
North Coastal Mountains,1,da.sq.mi + precip.in,da.sq.mi,0.9530142310499439,0.05347938968427792,17.82021516468642,9.550339681106924e-20
North Coastal Mountains,1,da.sq.mi + precip.in,precip.in,2.253858986408957,0.28183524415641487,7.997079971865033,1.3909322550771076e-9
North Coastal Mountains,1,da.sq.mi + elev.ft + precip.in,(Intercept),0.472291187745327,0.6641551023212001,0.7111158012558888,0.4815948702095588
North Coastal Mountains,1,da.sq.mi + elev.ft + precip.in,da.sq.mi,1.0109294232383035,0.04105231859371046,24.625391643364715,4.0312991416263936e-24
North Coastal Mountains,1,da.sq.mi + elev.ft + precip.in,elev.ft,-0.7813862874303521,0.14014602255624617,-5.575515260283257,2.5670692998069857e-6
North Coastal Mountains,1,da.sq.mi + elev.ft + precip.in,precip.in,2.056105582711679,0.21228861638432775,9.68542551989364,1.4490019485093079e-11
North Coastal Mountains,1,da.sq.mi + relief.ft + precip.in,(Intercept),0.8082019873612761,0.8268892786270828,0.9774004915182429,0.3348936344054916
North Coastal Mountains,1,da.sq.mi + relief.ft + precip.in,da.sq.mi,1.1660441437017952,0.06271191312099195,18.593662442606586,4.8200278236109486e-20
North Coastal Mountains,1,da.sq.mi + relief.ft + precip.in,relief.ft,-1.0112882960072378,0.2173838075021955,-4.652086591118449,4.328053625870465e-5
North Coastal Mountains,1,da.sq.mi + relief.ft + precip.in,precip.in,2.2512756919354144,0.22580226647999468,9.97011999494199,6.729090857288724e-12
North Coastal Mountains,1,da.sq.mi + slope.pct + precip.in,(Intercept),-1.1869804118018354,0.6947785170744363,-1.7084299278566586,0.09616670371271853
North Coastal Mountains,1,da.sq.mi + slope.pct + precip.in,da.sq.mi,0.9420970781528614,0.04970970269159929,18.95197571382923,2.579668405303384e-20
North Coastal Mountains,1,da.sq.mi + slope.pct + precip.in,slope.pct,-0.985388440870926,0.3693752091696592,-2.667716772563162,0.011374196740551245
North Coastal Mountains,1,da.sq.mi + slope.pct + precip.in,precip.in,2.370810465521178,0.26473494220288973,8.955411952020361,1.0866002639000852e-10
North Coastal Mountains,1,da.sq.mi + elev.ft + slope.pct + precip.in,(Intercept),0.8130132384783165,0.6839214142925782,1.1887524231409918,0.2425403677584951
North Coastal Mountains,1,da.sq.mi + elev.ft + slope.pct + precip.in,da.sq.mi,0.9997472136943673,0.04078385662175843,24.51330738449576,1.2597258474787004e-23
North Coastal Mountains,1,da.sq.mi + elev.ft + slope.pct + precip.in,elev.ft,-0.7041733527043504,0.14538029714594314,-4.843664282770387,2.5703493380862032e-5
North Coastal Mountains,1,da.sq.mi + elev.ft + slope.pct + precip.in,slope.pct,-0.49275965425234824,0.30718371840275843,-1.6041203512169069,0.11767465157803678
North Coastal Mountains,1,da.sq.mi + elev.ft + slope.pct + precip.in,precip.in,2.1341301538595343,0.2134136094432113,9.99997216404055,8.478755145651038e-12
North Coastal Mountains,1,da.sq.mi + relief.ft + slope.pct + precip.in,(Intercept),1.3419880850070394,0.8231938656546908,1.630221192112199,0.11202283954773827
North Coastal Mountains,1,da.sq.mi + relief.ft + slope.pct + precip.in,da.sq.mi,1.1362639065266553,0.06116576937087584,18.576794148324552,1.046238070952171e-19
North Coastal Mountains,1,da.sq.mi + relief.ft + slope.pct + precip.in,relief.ft,-0.9058813273177794,0.2122470247341945,-4.268051947735197,1.4279810286793007e-4
North Coastal Mountains,1,da.sq.mi + relief.ft + slope.pct + precip.in,slope.pct,-0.6838183468955205,0.3119146730161547,-2.192325036469522,0.03509582561401297
North Coastal Mountains,1,da.sq.mi + relief.ft + slope.pct + precip.in,precip.in,2.3327043826807876,0.21792401849594945,10.704209654266014,1.3869697785063295e-12
North Coastal Mountains,1,da.sq.mi + precip.in.8,(Intercept),-2.0172108274344422,0.811897664471273,-2.484562914401408,0.017621232147368434
North Coastal Mountains,1,da.sq.mi + precip.in.8,da.sq.mi,0.8467213570181386,0.06666426678168955,12.701277579350872,4.651319226951856e-15
North Coastal Mountains,1,da.sq.mi + precip.in.8,precip.in.8,2.1457853926337362,0.4422482215553636,4.8519932654271,2.2265616425330723e-5
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + precip.in.8,(Intercept),1.6037898363855723,1.0759916879746747,1.4905225145413208,0.1447974933728014
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + precip.in.8,da.sq.mi,0.9209934289731694,0.05759864403708028,15.989845670329695,6.209236118203498e-18
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + precip.in.8,elev.ft.8,-0.9299058458608624,0.2163877412454399,-4.2974053913992645,1.2546363302927066e-4
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + precip.in.8,precip.in.8,1.7846004981803465,0.37406435460015064,4.770838162561528,3.019997606207355e-5
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + precip.in.8,(Intercept),2.680033079369797,1.2042522163522842,2.225474898844444,0.03240226471026793
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + precip.in.8,da.sq.mi,0.9272113828414845,0.056221179754618086,16.492207863448865,2.32260930498732e-18
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + precip.in.8,relief.ft.8,-1.3046247348356759,0.2813411837502801,-4.637162314613944,4.527793662110734e-5
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + precip.in.8,precip.in.8,2.1897378419777582,0.35487518319385536,6.170445118957739,4.115999075562951e-7
North Coastal Mountains,1,da.sq.mi + slope.pct.8 + precip.in.8,(Intercept),1.012887347910522,1.3038319362051203,0.7768542246775995,0.44231963899284477
North Coastal Mountains,1,da.sq.mi + slope.pct.8 + precip.in.8,da.sq.mi,0.8681300377761365,0.06158899279702549,14.095538802480041,3.159516676728214e-16
North Coastal Mountains,1,da.sq.mi + slope.pct.8 + precip.in.8,slope.pct.8,-1.8792405774634646,0.6638748088747427,-2.8307152980375134,0.007552436480114104
North Coastal Mountains,1,da.sq.mi + slope.pct.8 + precip.in.8,precip.in.8,2.099291303899882,0.4058193217423791,5.17297031320886,8.847306968947823e-6
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,(Intercept),2.461442895317004,1.2423205842661333,1.9813266611621296,0.055453559029660086
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,da.sq.mi,0.9193018054152696,0.056989490679033694,16.131076001236817,8.840927359740574e-18
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,elev.ft.8,-0.781864210823702,0.24093025402879864,-3.2451890028316868,0.002585490822196518
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,slope.pct.8,-0.8894280245046614,0.664455067999414,-1.3385826481580028,0.18933724884383993
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,precip.in.8,1.8200961329279968,0.3709662728498202,4.906365527371902,2.1280406114777366e-5
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,(Intercept),3.776336668637961,1.317006567826263,2.8673635810874165,0.006964931474254387
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,da.sq.mi,0.9284313556718966,0.054545704399071034,17.021163552664813,1.6593758396421769e-18
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,relief.ft.8,-1.1246400972730333,0.2906148206942628,-3.869864911178067,4.5412793313894076e-4
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,slope.pct.8,-1.081818537318498,0.5999493468638545,-1.8031831236645939,0.07997447677161461
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,precip.in.8,2.1569090530032495,0.34475393899583034,6.256372470422554,3.553072478053014e-7
