DWRName,DWRCode,model.name,term,estimate,std.error,statistic,p.value
Sacramento River,4,da.sq.mi + slope.pct.8 + precip.in.8,(Intercept),0.8207797799741726,0.5319984695575899,1.5428235736406035,0.12677159199104104
Sacramento River,4,da.sq.mi + slope.pct.8 + precip.in.8,da.sq.mi,0.7214836404723017,0.05691455688592874,12.676609991330313,6.361909575885618e-21
Sacramento River,4,da.sq.mi + slope.pct.8 + precip.in.8,slope.pct.8,-0.10820760912933487,0.30994411357738066,-0.3491197425251948,0.7279053617230224
Sacramento River,4,da.sq.mi + slope.pct.8 + precip.in.8,precip.in.8,0.631188361159163,0.4278433736320764,1.4752790391512594,0.14401418985328035
Sacramento River,4,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,(Intercept),2.814507673178353,0.5770620932509477,4.877304723522022,5.374282035539012e-6
Sacramento River,4,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,da.sq.mi,0.7282833554907546,0.04856965103323074,14.994617832285275,5.943957257680001e-25
Sacramento River,4,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,elev.ft.8,-0.8458711787853553,0.15120632172902645,-5.594152209463984,2.9960354046277067e-7
Sacramento River,4,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,slope.pct.8,0.8598118783149816,0.31600556993527235,2.7208757063715603,0.00798604285978343
Sacramento River,4,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,precip.in.8,0.38403731421142345,0.3676620428727438,1.0445389227855308,0.2993821401837128
Sacramento River,4,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,(Intercept),3.905683126666049,1.441996285938453,2.708525094517997,0.008262952138885612
Sacramento River,4,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,da.sq.mi,0.7374349266810087,0.055910202533228814,13.189630751967549,9.148332250092789e-22
Sacramento River,4,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,relief.ft.8,-1.1335926105347471,0.49443593110659384,-2.2926986879729006,0.02449218787667187
Sacramento River,4,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,slope.pct.8,0.259496715801794,0.34203972776558,0.7586741969916501,0.4502769307242708
Sacramento River,4,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,precip.in.8,1.109379947365497,0.46627585064197563,2.3792352656439015,0.019730590255771667
North Coast,1,da.sq.mi + precip.in,(Intercept),-2.2744667712502658,0.4600580463612009,-4.943869125298454,8.08890040309995e-6
North Coast,1,da.sq.mi + precip.in,da.sq.mi,0.8442310189342522,0.050793811970590685,16.62074544480058,1.1304959918707845e-22
North Coast,1,da.sq.mi + precip.in,precip.in,2.331795898126127,0.24093737934567552,9.678016356194668,2.6091754594991103e-13
North Coast,1,da.sq.mi + elev.ft + precip.in,(Intercept),-0.5363056325755365,0.4092914941986168,-1.3103268457254662,0.1958438209443186
North Coast,1,da.sq.mi + elev.ft + precip.in,da.sq.mi,0.950889984519089,0.03931595628182737,24.185854153027673,5.873288856417375e-30
North Coast,1,da.sq.mi + elev.ft + precip.in,elev.ft,-0.647821433586663,0.09046110742006376,-7.1613254807776086,2.7366704308117804e-9
North Coast,1,da.sq.mi + elev.ft + precip.in,precip.in,2.4458955135867058,0.17332731877312177,14.111425313099552,2.035980080160822e-19
North Coast,1,da.sq.mi + relief.ft + precip.in,(Intercept),1.1848327849561584,0.7914796192013658,1.496984579529289,0.14044292986400847
North Coast,1,da.sq.mi + relief.ft + precip.in,da.sq.mi,1.1159758244799987,0.06887425191707171,16.20309177112651,5.701891910048745e-22
North Coast,1,da.sq.mi + relief.ft + precip.in,relief.ft,-1.2014456573656909,0.24076534530007496,-4.990110415883497,7.129683680423059e-6
North Coast,1,da.sq.mi + relief.ft + precip.in,precip.in,2.5001703690784756,0.20284696356202583,12.325401993577204,4.7145597816198756e-17
North Coast,1,da.sq.mi + slope.pct + precip.in,(Intercept),-2.438734678731251,0.44995252829075966,-5.419982165663794,1.5595392556985477e-6
North Coast,1,da.sq.mi + slope.pct + precip.in,da.sq.mi,0.8652679680984463,0.04990891821369882,17.336940952988854,2.902970417317452e-23
North Coast,1,da.sq.mi + slope.pct + precip.in,slope.pct,-0.4273857935721021,0.19223467789835952,-2.2232502389505098,0.03056938090629757
North Coast,1,da.sq.mi + slope.pct + precip.in,precip.in,2.736881262961135,0.2953465821295513,9.266676604913698,1.3479830270794582e-12
North Coast,1,da.sq.mi + elev.ft + slope.pct + precip.in,(Intercept),-6.145579865206826e-4,0.4755741939359992,-0.0012922441847283818,0.9989739801415958
North Coast,1,da.sq.mi + elev.ft + slope.pct + precip.in,da.sq.mi,0.9570634967421138,0.03827879895926125,25.00244319997297,2.752883477241174e-30
North Coast,1,da.sq.mi + elev.ft + slope.pct + precip.in,elev.ft,-0.7949468060189063,0.11342525361930804,-7.008552157943643,5.275900844356492e-9
North Coast,1,da.sq.mi + elev.ft + slope.pct + precip.in,slope.pct,0.3666945780315381,0.17897048369044474,2.048910917991311,0.0456329011031295
