NFDName,NFDCode,model.name,term,estimate,std.error,statistic,p.value
Interior Mountains,2,da.sq.mi + slope.pct.8 + precip.in.8,precip.in.8,0.9166447344267334,0.5588291662792496,1.6402950843275808,0.1035845835519438
North Coastal Mountains,1,da.sq.mi,(Intercept),-1.5809232735886773,0.4146112367811009,-3.813025633030166,5.183040700732339e-4
North Coastal Mountains,1,da.sq.mi,da.sq.mi,1.1696343597517902,0.16686866206708362,7.009311066937063,3.191784523234102e-8
North Coastal Mountains,1,da.sq.mi + elev.ft.8,(Intercept),-4.843905595444582,2.179540069116747,-2.2224439293779823,0.03281114912314713
North Coastal Mountains,1,da.sq.mi + elev.ft.8,da.sq.mi,1.1016402504310023,0.1698508400793099,6.48592759339079,1.778030360123384e-7
North Coastal Mountains,1,da.sq.mi + elev.ft.8,elev.ft.8,1.0069936775365353,0.6607876937751281,1.5239292242013578,0.1365120631049772
North Coastal Mountains,1,da.sq.mi + relief.ft.8,(Intercept),-9.662007528538293,3.1014633110630028,-3.1153060860251527,0.0036566273307017862
North Coastal Mountains,1,da.sq.mi + relief.ft.8,da.sq.mi,1.053240958664712,0.16090993704614956,6.545530860301304,1.4862454590668155e-7
North Coastal Mountains,1,da.sq.mi + relief.ft.8,relief.ft.8,2.1896333580316663,0.833888410132611,2.625810997521185,0.012734412363780959
North Coastal Mountains,1,da.sq.mi + slope.pct.8,(Intercept),-9.222570844037872,2.525020988023319,-3.6524729448913,8.41973708352057e-4
North Coastal Mountains,1,da.sq.mi + slope.pct.8,da.sq.mi,1.1234998536842178,0.15107243245896831,7.436829045493548,1.05254297161376e-8
North Coastal Mountains,1,da.sq.mi + slope.pct.8,slope.pct.8,4.855123787758043,1.5866261307715643,3.0600301442136417,0.004230111073501835
North Coastal Mountains,1,da.sq.mi + precip.in.8,(Intercept),-5.06732712623379,1.998759514833633,-2.5352360244576846,0.015860086875329832
North Coastal Mountains,1,da.sq.mi + precip.in.8,da.sq.mi,1.184089281855229,0.16225651636198238,7.297637767679006,1.5841116294157622e-8
North Coastal Mountains,1,da.sq.mi + precip.in.8,precip.in.8,1.928923865238107,1.0831833957536263,1.780791574907826,0.08362815302563237
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + precip.in.8,(Intercept),-11.238921977241795,3.2733134458376454,-3.4335000797229607,0.0015849631622481765
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + precip.in.8,da.sq.mi,1.0889921032642298,0.15853676820087634,6.86901919108384,6.557306866553389e-8
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + precip.in.8,elev.ft.8,1.490739997528907,0.6462737376291297,2.306669621138748,0.02729541201584221
North Coastal Mountains,1,da.sq.mi + elev.ft.8 + precip.in.8,precip.in.8,2.670925448611942,1.0713713238957014,2.49299695543462,0.01769806733213927
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + precip.in.8,(Intercept),-13.410118382423894,3.5103069554229744,-3.820212463672722,5.403997522271323e-4
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + precip.in.8,da.sq.mi,1.0661438506551955,0.154469674842249,6.901962160171483,5.953767756204644e-8
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + precip.in.8,relief.ft.8,2.22815454467069,0.8000514271743342,2.7850141490781524,0.008685228066452784
North Coastal Mountains,1,da.sq.mi + relief.ft.8 + precip.in.8,precip.in.8,1.9950619675017591,0.9919721517763636,2.0112076371590906,0.05228540282820095
North Coastal Mountains,1,da.sq.mi + slope.pct.8 + precip.in.8,(Intercept),-13.492918064677228,3.0445708771426743,-4.43179633818882,9.246457031288077e-5
North Coastal Mountains,1,da.sq.mi + slope.pct.8 + precip.in.8,da.sq.mi,1.1373826030516627,0.14303517707221597,7.951768413426147,2.90176031938872e-9
North Coastal Mountains,1,da.sq.mi + slope.pct.8 + precip.in.8,slope.pct.8,5.093612212920733,1.5045310594362942,3.385514829337699,0.0018062716572330322
North Coastal Mountains,1,da.sq.mi + slope.pct.8 + precip.in.8,precip.in.8,2.154978051465697,0.9527572634786295,2.26183324344085,0.030215720354922093
